-33.93514999999999,-39.11125000000001,-31.62625,-12.198250000000002
-35.606425,-39.80500000000001,-31.62197500000002,-12.96735000000001
-35.979074999999995,-39.36625000000001,-31.226200000000006,-14.001375000000024
-35.59665000000001,-38.41,-29.299999999999983,-13.692649999999986
-34.178425000000004,-36.733749999999986,-26.21045000000001,-14.041574999999995
-33.014025000000004,-35.06999999999999,-23.572749999999985,-14.06582499999999
-32.4025,-34.391250000000014,-24.083249999999992,-14.117975000000001
-33.65875,-35.33250000000001,-24.925174999999996,-14.176649999999995
-35.81375,-37.11375000000001,-27.616600000000005,-14.747350000000012
-37.66999999999999,-38.92625000000001,-32.11382499999999,-15.12515000000002
-38.55875,-40.04374999999999,-35.19447500000001,-15.236549999999994
-38.5325,-40.0,-33.64505,-14.370524999999986
-37.27079999999998,-39.76875000000001,-31.379400000000004,-12.85182500000002
-33.712500000000006,-38.243750000000006,-26.314999999999998,-9.96742500000002
-27.962500000000006,-34.70500000000001,-18.454049999999995,-7.485050000000001
-21.721249999999998,-27.23785000000001,-9.828225000000003,-5.430999999999983
-14.59375,-18.52147500000001,-7.237575000000021,-4.257350000000002
-8.566249999999997,-10.856700000000018,-5.119399999999985,-3.2246999999999844
-5.563749999999999,-6.782049999999998,-0.821249999999992,-2.137049999999988
-3.740000000000009,-4.300000000000011,-3.055000000000007,-1.477499999999992
